year,country_of_production,port_of_export,exporter,exporter_group,country_of_destination,economic_bloc,country_of_production_trase_id,country_of_destination_trase_id,volume,fob
"2013","PERU","PAITA","CRIADERO LOS PACAES S.A.","CRIADERO LOS PACAES S.A.","SPAIN","EUROPEAN UNION","PE","ES","117.22","762818.8"
"2013","PERU","PUERTO DEL CALLAO","LA FRAGATA S A","LA FRAGATA S A","UNITED STATES","UNITED STATES","PE","US","99.79031","793576"
"2013","PERU","PAITA","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","UNITED STATES","UNITED STATES","PE","US","44.56546","472645"
"2013","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","UNITED STATES","UNITED STATES","PE","US","2008.21619","23577600.82"
"2013","PERU","PAITA","EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA","EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA","SPAIN","EUROPEAN UNION","PE","ES","44.26","261645.45"
"2013","PERU","PUERTO DEL CALLAO","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","FRANCE","EUROPEAN UNION","PE","FR","0.002","1.02"
"2013","PERU","PAITA","CULTIVO COMERCIAL DEL LANGOSTINO SAC","CULTIVO COMERCIAL DEL LANGOSTINO SAC","SPAIN","EUROPEAN UNION","PE","ES","41.038","233761.4"
"2013","PERU","PAITA","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","LANGOSTINERA MACORI SOCIEDAD COMERCIAL D","SPAIN","EUROPEAN UNION","PE","ES","86.914","594311.99"
"2013","PERU","PUERTO DEL CALLAO","CONSORCIO SANGUINETI SOCIEDAD ANONIMA CE","CONSORCIO SANGUINETI SOCIEDAD ANONIMA CE","SPAIN","EUROPEAN UNION","PE","ES","0.00127","0.58"
"2013","PERU","PAITA","LANGOSTINERA HUACURA E I R L","LANGOSTINERA HUACURA E I R L","UKRAINE","UKRAINE","PE","UA","22","153113.95"
"2013","PERU","PAITA","LANGOSTINERA VICTORIA SRL","LANGOSTINERA VICTORIA SRL","UNITED STATES","UNITED STATES","PE","US","112.31401","993694.7"
"2013","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","FRANCE","EUROPEAN UNION","PE","FR","21","118650"
"2013","PERU","PAITA","AQUATROPICAL S A C","AQUATROPICAL S A C","UNITED STATES","UNITED STATES","PE","US","19.165","211304.5"
"2013","PERU","PAITA","ZAPATA CHAVEZ RUPERTO ENRIQUE","ZAPATA CHAVEZ RUPERTO ENRIQUE","SPAIN","EUROPEAN UNION","PE","ES","24.258","311737.3"
"2013","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","UNITED KINGDOM","EUROPEAN UNION","PE","GB","17","150974.45"
"2013","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","SPAIN","EUROPEAN UNION","PE","ES","104.915","790083.38"
"2013","PERU","PAITA","SEAFROST S.A.C.","SEAFROST S.A.C.","PANAMA","PANAMA","PE","PA","4.97495","31887.39"
"2013","PERU","PAITA","EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C","EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C","UNITED STATES","UNITED STATES","PE","US","35.87918","258725"
"2013","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","RUSSIAN FEDERATION","RUSSIAN FEDERATION","PE","RU","516.324","3918666.57"
"2013","PERU","PAITA","INVERSIONES SILMA S.A.C.","INVERSIONES SILMA S.A.C.","SPAIN","EUROPEAN UNION","PE","ES","20.002","138325.8"
"2013","PERU","PUERTO DEL CALLAO","CONSORCIO SANGUINETI SOCIEDAD ANONIMA CE","CONSORCIO SANGUINETI SOCIEDAD ANONIMA CE","BELGIUM","EUROPEAN UNION","PE","BE","0.0011","1.95"
"2013","PERU","PAITA","ACUACULTURA TECNICA INTEGRADA DEL PERU S","ACUACULTURA TECNICA INTEGRADA DEL PERU S","SOUTH KOREA","SOUTH KOREA","PE","KR","55.896","416666.52"
"2013","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","UNITED STATES","UNITED STATES","PE","US","117.37729","1330022.37"
"2013","PERU","PUERTO DEL CALLAO","LA FRAGATA S A","LA FRAGATA S A","JAPAN","JAPAN","PE","JP","0.0144","1"
"2013","PERU","PAITA","LANGOSTINERA BORSALINO S.R.L.","LANGOSTINERA BORSALINO S.R.L.","UNITED STATES","UNITED STATES","PE","US","88.15112","812430.8"
"2013","PERU","PAITA","PACIFICO AZUL SAC","PACIFICO AZUL SAC","UKRAINE","UKRAINE","PE","UA","143.605","841095.23"
"2013","PERU","PAITA","LA FRAGATA S A","LA FRAGATA S A","UNITED STATES","UNITED STATES","PE","US","622.72795","5635242.7"
"2013","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","RUSSIAN FEDERATION","RUSSIAN FEDERATION","PE","RU","75.549","526964.05"
"2013","PERU","TUMBES","NATURAL FARM S.A.C","NATURAL FARM S.A.C","ECUADOR","ECUADOR","PE","EC","41.71636","321739.19"
"2013","PERU","PAITA","LA FRAGATA S A","LA FRAGATA S A","SPAIN","EUROPEAN UNION","PE","ES","20.028","120545.63"
"2013","PERU","PAITA","CONGELADOS Y FRESCOS S A C","CONGELADOS Y FRESCOS S A C","UNITED STATES","UNITED STATES","PE","US","17.81818","243750.62"
"2013","PERU","PAITA","LANGOSTINERA BORSALINO S.R.L.","LANGOSTINERA BORSALINO S.R.L.","THAILAND","THAILAND","PE","TH","11.7934","108475"
"2013","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","UNITED STATES","UNITED STATES","PE","US","13.19091","76225"
"2013","PERU","PAITA","LANGOSTINERA LA BOCANA SA","LANGOSTINERA LA BOCANA SA","UNITED STATES","UNITED STATES","PE","US","234.68414","2600715.46"
"2013","PERU","PUERTO DEL CALLAO","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","CHILE","CHILE","PE","CL","41.625","385705"
"2013","PERU","PAITA","LA FRAGATA S A","LA FRAGATA S A","JAPAN","JAPAN","PE","JP","193.2332","1752329.47"
"2013","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","SPAIN","EUROPEAN UNION","PE","ES","368.46","2982509.65"
"2013","PERU","PAITA","LANGOSTINERA MARIMAR S A C","LANGOSTINERA MARIMAR S A C","UNITED STATES","UNITED STATES","PE","US","20.70196","164647.14"
"2013","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","FRANCE","EUROPEAN UNION","PE","FR","227.534","1503593"
"2013","PERU","PAITA","ZAPATA CHAVEZ RUPERTO ENRIQUE","ZAPATA CHAVEZ RUPERTO ENRIQUE","FRANCE","EUROPEAN UNION","PE","FR","4.39","55244.4"
"2013","PERU","PUERTO DEL CALLAO","MARINAZUL S A","MARINAZUL S A","JAPAN","JAPAN","PE","JP","0.07","20"
"2013","PERU","PAITA","ISLA BELLA S.A.C","ISLA BELLA S.A.C","UNITED STATES","UNITED STATES","PE","US","139.67759","1177232.81"
"2013","PERU","PAITA","CRIADERO LOS PACAES S.A.","CRIADERO LOS PACAES S.A.","UNITED STATES","UNITED STATES","PE","US","27.3743","228116.5"
"2013","PERU","PAITA","LANGOSTINERA HUACURA E I R L","LANGOSTINERA HUACURA E I R L","UNITED STATES","UNITED STATES","PE","US","11.06784","103856.5"
"2013","PERU","PAITA","ZAPATA CHAVEZ RUPERTO ENRIQUE","ZAPATA CHAVEZ RUPERTO ENRIQUE","UNITED STATES","UNITED STATES","PE","US","43.22735","427112.41"
"2013","PERU","PAITA","CONGELADOS Y EXPORTACION S A","CONGELADOS Y EXPORTACION S A","UNITED STATES","UNITED STATES","PE","US","100.7236","953961"
"2013","PERU","PAITA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","ECO - ACUICOLA SOCIEDAD ANONIMA CERRADA","UNITED STATES","UNITED STATES","PE","US","1343.08451","14283661.52"
"2013","PERU","PUERTO DEL CALLAO","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","CHILE","CHILE","PE","CL","12.28","75390"
"2013","PERU","PAITA","MARINAZUL S A","MARINAZUL S A","SOUTH KOREA","SOUTH KOREA","PE","KR","189","1734512.39"
"2013","PERU","PAITA","EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D","EMPRESA SANTA ADELA SOCIEDAD COMERCIAL D","UNITED STATES","UNITED STATES","PE","US","114.37525","1015525.5"
"2013","PERU","PAITA","CONGELADOS PACIFICO SAC","CONGELADOS PACIFICO SAC","ITALY","EUROPEAN UNION","PE","IT","4.918","48645.7"
"2013","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","UNITED STATES","UNITED STATES","PE","US","6.9091","50720"
"2013","PERU","PAITA","EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA","EXPORTACIONES LIVIAMAR SOCIEDAD ANONIMA","UNITED STATES","UNITED STATES","PE","US","258.07042","2336064"
"2013","PERU","PAITA","LANGOSTINERA VICTORIA SRL","LANGOSTINERA VICTORIA SRL","SPAIN","EUROPEAN UNION","PE","ES","92.93","808190.02"
"2013","PERU","PAITA","TUMIMAR SRL","TUMIMAR SRL","UNITED STATES","UNITED STATES","PE","US","166.00929","1371722.08"
"2013","PERU","PAITA","VIRAZON S A","VIRAZON S A","UNITED STATES","UNITED STATES","PE","US","727.71664","8083373.3"
"2013","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","RUSSIAN FEDERATION","RUSSIAN FEDERATION","PE","RU","96.078","612336.8"
"2013","PERU","PAITA","NATURAL FARM S.A.C","NATURAL FARM S.A.C","UNITED STATES","UNITED STATES","PE","US","40.48312","463131"
"2013","PERU","PUERTO DEL CALLAO","NEGOCIACIONES E INVERSIONES SION S A","NEGOCIACIONES E INVERSIONES SION S A","PANAMA","PANAMA","PE","PA","0.00091","2"
"2013","PERU","PAITA","LANGOSTINERA RAMONA S A C","LANGOSTINERA RAMONA S A C","SPAIN","EUROPEAN UNION","PE","ES","58.619","468019.53"
"2013","PERU","PAITA","INVERSIONES PRISCO S A C","INVERSIONES PRISCO S A C","UNITED STATES","UNITED STATES","PE","US","29.69946","351136.25"
"2013","PERU","PAITA","PACIFICO AZUL SAC","PACIFICO AZUL SAC","UNITED STATES","UNITED STATES","PE","US","603.18069","5882662.56"
"2013","PERU","PAITA","CRIADOR EL GUAMITO S.A.C.","CRIADOR EL GUAMITO S.A.C.","FRANCE","EUROPEAN UNION","PE","FR","54.328","332508.8"
"2013","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","SPAIN","EUROPEAN UNION","PE","ES","481.13","4336683.32"
"2013","PERU","PAITA","CONGELADOS PACIFICO SAC","CONGELADOS PACIFICO SAC","SPAIN","EUROPEAN UNION","PE","ES","23.1716","185427.05"
"2013","PERU","PAITA","INVERSIONES SILMA S.A.C.","INVERSIONES SILMA S.A.C.","UNITED STATES","UNITED STATES","PE","US","205.22804","2085204.31"
"2013","PERU","PAITA","CCORAL S A","CCORAL S A","SPAIN","EUROPEAN UNION","PE","ES","386.947","2720779.47"
"2013","PERU","PAITA","GARCIA BARRANTES HECTOR MANUEL","GARCIA BARRANTES HECTOR MANUEL","UNITED STATES","UNITED STATES","PE","US","427.88115","4209691.02"
"2013","PERU","PAITA","ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C","ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C","UNITED STATES","UNITED STATES","PE","US","514.52321","4718720.59"
"2013","PERU","PAITA","LANGOSTINERA ULISES SA","LANGOSTINERA ULISES SA","SPAIN","EUROPEAN UNION","PE","ES","234.479","1599403.04"
"2013","PERU","PAITA","CRIADERO LOS PACAES S.A.","CRIADERO LOS PACAES S.A.","FRANCE","EUROPEAN UNION","PE","FR","22","133452"
"2013","PERU","PAITA","ISLA BELLA S.A.C","ISLA BELLA S.A.C","SPAIN","EUROPEAN UNION","PE","ES","140.5076","981716.32"
"2013","PERU","PAITA","GRUPO SALVADOR SOCIEDAD ANONIMA CERRADA","GRUPO SALVADOR SOCIEDAD ANONIMA CERRADA","UNITED STATES","UNITED STATES","PE","US","70.94182","1609995"
"2013","PERU","PAITA","ERICK JOEL SALVADOR Y HERMANOS E I R L","ERICK JOEL SALVADOR Y HERMANOS E I R L","UNITED STATES","UNITED STATES","PE","US","17.9169","440085"
"2013","PERU","PAITA","CCORAL S A","CCORAL S A","UNITED STATES","UNITED STATES","PE","US","18.61543","148838"
"2013","PERU","PAITA","LANGOSTINERA TUMBES S.A.C.","LANGOSTINERA TUMBES S.A.C.","UNITED STATES","UNITED STATES","PE","US","88.55198","750621.12"
"2013","PERU","PAITA","EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C","EXPORTADORA ACUICOLA PALMERAS SOCIEDAD C","SPAIN","EUROPEAN UNION","PE","ES","54.227","399745.74"
"2013","PERU","PAITA","CONGELADOS PACIFICO SAC","CONGELADOS PACIFICO SAC","UNITED STATES","UNITED STATES","PE","US","419.65913","4384314.61"
"2013","PERU","PAITA","ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C","ACUICOLA SANTA ISABEL SOCIEDAD ANONIMA C","THAILAND","THAILAND","PE","TH","29.48351","274700"
"2013","PERU","PAITA","CULTIVO COMERCIAL DEL LANGOSTINO SAC","CULTIVO COMERCIAL DEL LANGOSTINO SAC","UNITED STATES","UNITED STATES","PE","US","9.91099","76222"
"2013","PERU","PAITA","M.V.P. ENTERPRISE S.R.LTDA.","M.V.P. ENTERPRISE S.R.LTDA.","CANADA","CANADA","PE","CA","3.41101","31632.8"
"2013","PERU","PAITA","CORPORACION REFRIGERADOS INY SA","CORPORACION REFRIGERADOS INY SA","FRANCE","EUROPEAN UNION","PE","FR","310.664","2856668.62"
